Dataset of plasma-derived EV proteomics using the MagNet protocol - 4380 identified proteins over 117 (healthy subjects) samples of a yet unpublished randomized crossover study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HR01_S1-A1_1_7553;HR01_S1-A2_1_7610;HR01_S1-A3_1_7644;HR01_S1-A4_1_7605;HR01_S1-A5_1_7635;HR01_S1-A6_1_7541;HR02_S1-A7_1_7559;HR02_S1-A8_1_7623;HR02_S1-A9_1_7539;HR02_S1-A10_1_7531;HR02_S1-A11_1_7593;HR02_S1-A12_1_7650;HR03_S1-B1_1_7620;HR03_S1-B2_1_7627;HR03_S1-B3_1_7583;HR03_S1-B4_1_7548;HR03_S1-B5_1_7542;HR03_S1-B6_1_7614;HR04_S1-B12_1_7641;HR04_S1-C1_1_7560;HR04_S1-C2_1_7576;HR04_S1-C3_1_7587;HR04_S1-C4_1_7615;HR04_S1-C5_1_7599;HR06_S1-B7_1_7622;HR06_S1-B8_1_7600;HR06_S1-B9_1_7580;HR06_S1-B10_1_7566;HR06_S1-B11_1_7649;HR07_S1-C6_1_7645;HR07_S1-C7_1_7634;HR07_S1-C8_1_7574;HR07_S1-C9_1_7604;HR07_S1-C10_1_7628;HR07_S1-C11_1_7589;HR08_S1-C12_1_7651;HR08_S1-D1_1_7537;HR08_S1-D2_1_7550;HR08_S1-D3_1_7579;HR08_S1-D4_1_7552;HR09_S1-D5_1_7643;HR09_S1-D6_1_7636;HR09_S1-D7_1_7556;HR09_S1-D8_1_7558;HR09_S1-D9_1_7572;HR09_S1-D10_1_7544;HR11_S1-D11_1_7535;HR11_S1-D12_1_7638;HR11_S1-E1_1_7592;HR11_S1-E2_1_7646;HR11_S1-E3_1_7631;HR11_S1-E4_1_7601;HR12_S1-G11_1_7625;HR12_S1-G12_1_7607;HR12_S1-H1_1_7575;HR12_S1-H2_1_7570;HR12_S1-H3_1_7613;HR12_S1-H4_1_7591;HR14_S1-E5_1_7578;HR14_S1-E6_1_7571;HR14_S1-E7_1_7633;HR14_S1-E8_1_7567;HR14_S1-E9_1_7598;HR14_S1-E10_1_7562;HR15_S1-E11_1_7527;HR15_S1-E12_1_7609;HR15_S1-F1_1_7569;HR15_S1-F2_1_7557;HR15_S1-F3_1_7529;HR15_S1-F4_1_7547;HR16_S2-A5_1_7632;HR16_S2-A6_1_7612;HR16_S2-A8_1_7573;HR16_S2-A9_1_7597;HR16_S2-A10_1_7526;HR18_S1-G5_1_7536;HR18_S1-G6_1_7530;HR18_S1-G7_1_7647;HR18_S1-G8_1_7595;HR18_S1-G9_1_7543;HR18_S1-G10_1_7565;HR20_S1-F5_1_7563;HR20_S1-F6_1_7596;HR20_S1-F7_1_7621;HR20_S1-F8_1_7582;HR20_S1-F9_1_7639;HR20_S1-F10_1_7630;HR21_S1-H5_1_7533;HR21_S1-H6_1_7624;HR21_S1-H7_1_7546;HR21_S1-H8_1_7554;HR21_S1-H9_1_7594;HR21_S1-H10_1_7534;HR22_S2-A11_1_7602;HR22_S2-A12_1_7640;HR22_S2-B1_1_7545;HR22_S2-B2_1_7637;HR22_S2-B3_1_7528;HR22_S2-B4_1_7540;HR23_S1-F11_1_7618;HR23_S1-F12_1_7588;HR23_S1-G1_1_7586;HR23_S1-G2_1_7608;HR23_S1-G3_1_7626;HR23_S1-G4_1_7532;HR24_S1-H11_1_7561;HR24_S1-H12_1_7584;HR24_S2-A1_1_7585;HR24_S2-A2_1_7648;HR24_S2-A3_1_7619;HR24_S2-A4_1_7611;HR26_S2-B5_1_7568;HR26_S2-B6_1_7555;HR26_S2-B7_1_7606;HR26_S2-B8_1_7549;HR26_S2-B9_1_7581;HR26_S2-B10_1_7617;Genes;First.Protein.Description;Protein.Group
12,9258;12,7766;12,8344;12,819;12,7182;12,7956;12,8743;12,8262;12,8958;12,8554;12,7446;12,7176;12,7861;12,943;12,5923;12,9194;12,8817;12,5097;12,8444;12,9713;12,7713;12,4906;12,8144;12,7119;12,6688;12,6397;12,5185;12,4191;12,4601;12,846;12,7031;12,7515;12,8181;12,936;12,5579;12,5732;13,0931;12,8535;12,7179;12,7809;12,7535;12,9505;12,6237;12,9954;13,0399;12,9457;12,8616;NaN;12,7048;12,5843;12,7766;12,7588;12,911;12,8542;12,7841;12,8967;12,9708;12,6977;12,8209;12,9153;12,8575;13,0195;12,9449;12,7959;NaN;13,1179;10,353;12,983;13,0496;12,7354;12,8265;12,89;12,8563;12,8398;12,8632;12,6425;13,0314;12,7289;12,9345;13,0107;13,1076;12,8307;12,9569;13,0047;12,7924;12,8085;12,8548;12,9293;12,8919;12,8221;12,8519;12,7152;12,8921;12,7519;12,7428;12,8513;12,9316;13,0761;12,8006;12,9569;12,5534;12,7338;12,8319;12,9387;13,0788;12,5725;12,8013;12,8068;12,7324;12,8959;12,7314;13,016;13,0129;13,114;13,0779;12,7044;13,0403;PSMD14;26S proteasome non-ATPase regulatory subunit 14;O00487
10,9299;11,8433;11,8255;11,5529;12,3495;NaN;11,0828;NaN;NaN;11,7109;11,4294;13,2804;12,9353;12,1727;12,7424;NaN;NaN;13,1885;12,2659;NaN;12,2389;12,3234;11,7235;12,6813;13,8498;12,2728;13,3193;13,6872;13,557;12,4326;11,8811;NaN;12,5223;12,0828;14,2967;13,2944;NaN;12,6084;NaN;11,3857;12,387;11,7204;NaN;NaN;NaN;NaN;NaN;NaN;12,0816;14,0683;12,7531;13,1542;12,7155;13,9145;11,4184;11,4511;12,4395;10,6573;11,67;NaN;12,6328;11,9513;12,4693;12,216;NaN;NaN;NaN;NaN;12,4002;12,6264;11,6865;12,3316;NaN;12,5316;NaN;NaN;12,0911;10,8441;11,5339;NaN;12,2815;NaN;12,2092;12,0919;NaN;12,1794;13,0114;NaN;NaN;NaN;12,0733;12,1291;12,3043;12,7053;12,8314;NaN;12,431;11,7595;12,4566;11,7919;NaN;NaN;NaN;11,8167;NaN;NaN;NaN;12,227;12,6696;10,8265;12,6069;NaN;NaN;11,9251;NaN;NaN;12,3753;KPNA3;Importin subunit alpha-4;O00505
12,3825;12,4247;12,7257;12,4232;12,3025;12,5683;12,6144;11,8613;12,1714;12,8516;12,406;12,7286;12,753;12,6498;13,0807;12,5597;12,6279;13,2486;12,5235;12,0627;12,7734;12,7673;12,6328;12,7777;12,6936;12,5381;12,9279;12,5006;12,939;12,7896;12,4821;12,7956;12,7788;12,6306;12,877;12,3064;12,3083;12,038;11,8316;11,8579;13,1175;12,6566;13,6069;12,9113;12,7766;13,1862;13,0612;13,7198;12,9148;13,0999;12,6609;13,037;12,8736;12,1981;12,663;12,5407;12,7179;12,6968;12,6458;12,4857;12,4975;12,2939;12,2174;12,6943;13,9586;13,7895;14,0425;12,8909;12,7272;13,0743;12,4015;12,451;12,2343;11,9689;12,4008;11,5932;12,8073;12,3329;12,5081;12,3369;12,7235;12,4226;12,5258;12,4751;12,5499;12,6005;12,8718;12,918;12,2188;13,1419;12,8844;12,7226;12,9479;12,751;12,5491;12,7705;12,5868;12,0125;12,5847;12,3711;11,7635;12,2242;11,9589;11,3647;12,0057;12,2602;11,755;12,3249;12,2545;12,0664;12,5525;12,4677;12,0429;12,4614;12,1248;11,6517;12,3331;CHL1;Neural cell adhesion molecule L1-like protein;"O00533;O00533-2"
11,2407;11,5101;11,348;11,4317;11,3359;11,3496;13,1518;13,0652;13,007;13,1167;13,1865;13,0855;13,7501;13,9802;13,6473;13,8567;13,8268;13,789;13,2224;13,0631;13,0816;12,9445;13,0461;12,9257;12,1146;12,2997;12,1869;12,2094;12,1744;12,9337;13,011;12,9637;12,8209;13,0026;12,6203;12,8222;13,1445;13,0875;13,0754;13,264;13,0834;13,1922;12,943;13,0855;13,157;13,0064;12,9813;NaN;13,0353;12,7682;13,0084;12,8206;12,7466;12,9022;12,9065;12,6721;12,8787;12,958;12,702;12,6742;12,7333;12,6457;12,5311;12,5682;NaN;NaN;NaN;12,5974;12,9728;12,625;12,9822;12,9931;12,8592;12,9583;12,8561;12,7232;12,6143;13,0246;12,9222;12,9311;12,8443;12,7343;12,8829;12,8281;12,8593;12,8985;12,7705;13,2649;12,9957;13,3213;13,1084;13,3256;13,1716;13,0927;13,2324;13,2585;13,2231;13,2165;13,2393;12,4841;12,5882;12,5203;12,4423;12,4996;12,4904;13,1416;12,9723;12,9625;12,9521;13,0328;13,0223;12,7121;12,8936;12,9209;12,9753;12,9073;13,0572;VWA5A;von Willebrand factor A domain-containing protein 5A;O00534
9,91058;10,424;10,4915;10,5123;10,2182;10,5251;10,3635;10,2744;10,4807;9,76061;10,0194;9,94762;10,7994;10,801;10,7887;10,2646;10,6146;10,7003;11,2162;10,9004;11,4813;11,2095;10,8393;11,2082;10,5985;10,5315;11,1296;10,9824;10,8553;10,6386;10,3161;10,8386;9,93688;9,9121;10,4682;10,3156;10,9172;10,4226;9,53509;11,0875;8,47594;10,3613;10,4882;10,4562;10,8399;10,4338;10,2167;10,9997;10,4311;10,9424;10,7673;10,6773;10,3355;10,4156;9,88619;10,1124;11,0678;10,2013;10,412;9,93976;10,0966;10,367;10,686;10,4248;NaN;10,7794;10,4808;10,3562;10,8855;10,3047;10,1635;9,96627;10,2909;9,58787;10,2164;10,4243;10,6299;9,90295;10,6293;9,67613;10,5777;9,75723;10,2546;10,3518;10,4807;10,1622;10,2497;10,0936;10,0506;10,4923;10,223;NaN;NaN;10,2369;10,2155;10,683;9,83634;10,8034;10,1598;10,6115;9,30482;10,2561;10,0246;9,59481;10,7702;9,91471;10,0384;10,1452;10,5251;10,4957;9,85396;10,0484;NaN;10,4036;9,60602;9,76777;9,63866;SDCBP;Syntenin-1;"O00560;O00560-2;O00560-3"
12,6514;12,7773;12,5403;12,5289;12,5538;12,66;12,8674;12,8461;12,9135;12,833;12,7901;12,6183;12,6753;12,7094;12,1654;12,5662;12,4835;12,2727;12,0059;12,6478;12,2159;12,009;12,3087;12,1863;12,4771;12,379;12,1407;12,2178;12,1326;12,7165;12,7428;12,7172;12,6469;12,8035;12,5761;12,2472;12,711;12,7423;12,8616;12,8699;12,3814;12,5312;12,2694;12,7686;12,7329;12,4939;12,2089;NaN;12,4852;12,0543;12,3063;12,0957;12,3098;12,4951;12,5019;12,3933;12,1551;12,5558;12,6893;12,9779;12,853;13,1201;12,5417;12,7407;NaN;NaN;NaN;12,335;12,4214;12,2488;12,6345;12,575;12,5761;12,6546;12,3055;12,9495;12,4678;12,7891;12,5826;12,8534;12,7784;12,409;12,4312;12,3813;12,3559;12,3416;11,9814;12,6941;12,8223;12,4197;12,3717;12,5756;12,4365;12,0817;11,9756;12,2211;11,7587;12,171;12,014;12,425;12,6391;12,5566;12,4371;12,6236;12,3148;12,6218;13,0095;12,8707;12,9226;12,9332;12,702;12,4739;12,9237;12,6247;12,8231;12,7488;12,5692;DDX3X;ATP-dependent RNA helicase DDX3X;"O00571;O00571-2"
10,9732;10,757;10,9766;11,1499;11,0398;10,9789;NaN;9,51368;NaN;NaN;NaN;NaN;11,4144;10,866;11,1765;10,6931;10,862;11,6365;10,6805;10,2271;10,7457;10,8856;10,7745;11,3057;NaN;10,2042;9,62536;NaN;10,1075;10,9304;10,2034;10,6228;11,0749;10,6723;11,2549;10,5705;10,5909;10,0857;10,2649;NaN;11,0184;10,9649;11,2272;10,8562;11,1113;11,2216;11,0343;NaN;11,1802;11,4;11,3522;11,3423;10,6001;10,1668;10,4331;NaN;10,595;NaN;NaN;NaN;NaN;10,0858;10,6027;10,2169;NaN;NaN;NaN;NaN;10,5613;NaN;10,1434;NaN;10,0889;NaN;NaN;10,8603;11,1394;11,2341;11,0952;10,5905;10,7168;10,7144;11,2884;11,0733;11,0107;10,7926;11,5088;11,0722;10,6855;11,2158;11,1778;11,4138;11,2998;11,0886;10,9747;10,9998;11,2324;10,9237;11,5044;10,9715;10,7555;11,182;10,367;NaN;NaN;10,497;10,3004;11,4835;11,108;10,6883;11,2086;10,5077;11,0238;10,8636;10,2648;NaN;10,9111;RNASET2;Ribonuclease T2;O00584
13,542;13,3717;13,816;13,569;13,7403;14,0189;13,967;12,5536;13,8135;14,508;12,7668;14,8812;13,8873;13,6902;14,9156;13,3306;13,8131;14,5181;14,0665;12,9125;14,0068;14,5796;14,0632;14,9088;15,8014;14,0105;14,8921;14,6385;15,7722;14,4473;14,2548;13,7328;14,6074;14,0191;14,7901;15,1978;13,3241;14,4545;13,3054;13,7801;14,8129;13,3976;15,4213;14,4489;13,6437;14,6153;14,5938;16,2521;14,0828;15,2587;13,6667;14,9897;15,1362;14,4413;14,1992;14,3366;14,7409;14,1107;14,1165;13,3915;13,9872;13,7147;13,996;14,3351;16,7122;16,2137;16,4847;14,998;14,8648;15,6314;14,0689;14,2449;13,9706;13,6892;14,378;13,5565;15,1083;13,7649;13,8624;13,8872;13,5893;14,4136;13,682;13,6819;13,6145;13,6311;14,8535;14,2888;13,6683;14,7743;14,5844;13,8296;15,2253;14,8397;15,0298;14,2546;14,6913;14,2361;14,4277;13,5779;12,0966;13,4537;12,9434;13,0227;14,2275;13,909;13,5195;13,9912;14,4561;13,5996;14,6571;14,1446;13,6486;13,94;13,6501;12,9836;14,1045;PODXL;Podocalyxin;"O00592;O00592-2"
10,8114;10,5203;NaN;NaN;10,8479;10,4436;NaN;11,0479;NaN;NaN;NaN;10,6957;11,6103;10,1956;11,719;NaN;NaN;10,8766;11,3607;11,3359;11,7951;11,2641;10,6109;11,9024;10,536;NaN;11,0011;10,3695;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11,1997;NaN;12,0501;NaN;NaN;NaN;NaN;14,589;NaN;NaN;NaN;NaN;10,8449;11,1911;10,781;NaN;11,3176;NaN;10,5835;10,4195;10,7911;NaN;11,1379;11,3975;14,3177;14,4908;14,582;NaN;11,2939;11,8507;10,7335;NaN;10,5333;9,97641;NaN;NaN;11,7378;NaN;NaN;NaN;10,7674;NaN;NaN;10,5242;11,23;NaN;NaN;NaN;10,3388;NaN;10,9155;NaN;NaN;NaN;10,5214;10,5479;NaN;NaN;11,268;NaN;NaN;10,906;11,4894;10,3424;NaN;NaN;9,44341;NaN;NaN;10,0143;10,3525;NaN;NaN;NaN;NaN;NaN;10,7612;FCN1;Ficolin-1;O00602
NaN;NaN;NaN;NaN;8,58824;NaN;8,87498;9,51667;NaN;NaN;NaN;9,22387;NaN;NaN;NaN;NaN;NaN;9,6287;9,61836;9,51092;NaN;9,40965;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,2456;9,23646;NaN;9,23883;9,80514;NaN;NaN;NaN;NaN;NaN;9,40678;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8,5613;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8,24266;9,39963;8,97682;NaN;NaN;9,53986;NaN;NaN;NaN;NaN;NaN;NaN;9,13294;NaN;NaN;CCL22;C-C motif chemokine 22;O00626
10,1939;10,4167;10,2167;10,1984;10,1366;10,0374;10,2599;10,2898;10,048;10,5575;10,3245;10,3916;10,6816;10,1915;10,6671;10,3756;10,352;10,5289;10,0762;10,3256;10,4585;10,5836;11,3538;10,1302;10,9624;10,5709;9,72762;10,3892;9,85444;10,1094;10,3547;10,6991;10,6137;10,0587;NaN;9,41435;10,5789;10,3077;10,7166;10,5981;10,5831;10,3329;NaN;11,0315;10,3701;10,4789;10,8993;NaN;10,1636;10,7439;10,6162;10,4835;10,2507;10,433;10,4602;9,98818;10,3612;10,2191;10,6496;10,9759;9,99258;11,4014;10,2038;10,1424;NaN;NaN;NaN;10,6569;10,7849;10,0269;10,5697;9,8545;10,3023;10,959;10,7184;9,95411;NaN;10,452;10,0788;10,0167;10,2102;10,4023;10,2778;11,2271;10,3042;10,5852;10,596;10,6518;10,2937;10,4791;10,3635;10,5736;10,4857;10,8449;10,527;11,4035;10,7566;10,9007;10,9942;8,63862;9,89924;9,98699;10,4943;10,0382;10,2786;10,3911;10,7534;10,4814;10,3621;10,3337;9,8099;10,3738;10,3631;10,8723;10,1782;10,185;10,2882;KPNA4;Importin subunit alpha-3;O00629
14,1942;14,3238;14,0931;14,2098;14,0917;13,9951;13,8747;13,9003;13,5299;13,8077;13,7866;14,0431;13,8578;14,0875;13,8478;13,5951;13,8783;13,7247;14,0504;13,8892;14,0309;14,2072;14,1264;14,046;13,8784;14,0674;13,6354;13,7127;13,9531;13,9929;14,0791;13,8948;14,0959;13,9056;14,2264;13,7989;13,8446;13,8386;14,0686;13,8177;13,9131;13,8869;13,4527;13,9258;13,8498;13,9932;13,7304;NaN;13,7644;13,7278;13,8951;13,9612;13,8433;14,0229;13,8455;13,8337;14,0678;14,1224;13,8918;14,0975;13,8406;14,069;13,9438;13,8846;NaN;NaN;NaN;14,0634;13,8787;13,6721;14,1959;14,049;13,9054;13,9316;13,8508;14,1341;13,8983;14,2016;13,978;14,0149;14,1168;13,8297;13,9934;14,1303;14,0405;13,8417;13,8592;13,9631;13,9339;13,8785;14,003;14,0151;13,7291;13,9416;13,7201;13,8888;13,8628;13,8939;13,8787;14,1435;14,2796;14,3122;14,2092;14,061;13,9824;13,9503;14,0636;14,1115;14,1408;13,9453;14,0333;13,767;13,7488;13,8167;13,7902;13,96;13,8904;PPP6C;Serine/threonine-protein phosphatase 6 catalytic subunit;O00743
11,0962;11,2715;11,2411;11,3929;11,0662;11,4462;11,7053;11,6095;11,3866;11,5413;11,6841;11,4072;11,2621;11,3139;10,8492;11,4981;11,2956;10,9539;11,5155;11,3132;11,3992;11,2214;11,0856;11,0852;11,2847;11,1619;11,2837;10,7727;10,8433;11,4211;11,3954;11,2189;11,1268;11,2814;10,9282;11,216;11,3101;11,6637;11,0905;11,5584;11,5669;11,4746;11,5543;11,1747;11,7964;11,6926;11,0444;NaN;11,0352;11,1098;11,0591;11,0217;11,443;11,3899;11,1887;11,7386;11,3892;10,9615;11,551;11,4164;11,2917;11,0805;11,4569;11,2372;NaN;NaN;NaN;11,3446;11,1452;10,854;11,7908;11,5819;11,3677;11,643;11,235;11,013;11,0066;11,1849;11,5045;11,1824;11,3972;11,1379;11,3252;11,3059;11,597;11,3045;10,7959;11,2395;11,9438;11,6143;11,3419;11,2372;11,4381;11,3047;10,9365;11,1022;11,2241;11,2056;11,2569;11,1487;11,2592;11,258;11,5028;11,4353;11,1636;11,4221;11,8703;11,92;11,5102;11,4028;11,7593;11,4177;11,6409;11,3177;11,1981;11,1551;11,087;NME4;Nucleoside diphosphate kinase, mitochondrial;O00746
12,8499;12,7366;12,8943;12,8966;12,4907;12,8532;12,3274;12,5556;12,631;12,4324;12,6661;12,3079;12,436;12,3229;11,9944;12,6122;12,4915;12,4308;12,623;12,8448;12,5286;12,6232;12,6837;12,8169;12,283;12,969;12,6533;12,6801;12,6749;12,5844;12,7015;12,8715;12,5004;12,5581;12,2328;12,3251;12,7906;12,4827;12,7845;12,603;12,7616;12,9877;12,5683;13,1807;13,0906;12,9982;12,9007;NaN;13,0067;12,7978;13,0001;12,8224;12,4444;12,4712;12,5245;12,5409;12,3521;12,4464;13,2729;13,3376;13,1634;13,1897;13,2465;13,1197;NaN;NaN;NaN;13,3423;13,0919;12,9863;12,6201;12,4944;12,4088;12,5255;12,5547;12,9248;12,5732;12,7909;13,1295;12,9344;12,7926;12,8412;12,8701;12,6019;12,7984;12,7022;12,4173;12,6732;12,9483;12,6577;12,5111;12,4735;12,4725;12,8479;12,7503;13,0567;12,8519;12,9799;12,9714;12,6181;12,6946;12,6874;12,8384;12,7587;12,7946;12,7765;12,9024;12,6416;12,7466;12,8338;12,8221;12,9893;13,0118;13,1267;12,9613;13,0739;12,8885;MAN2B1;Lysosomal alpha-mannosidase;"O00754;O00754-2"
10,4783;10,7432;10,7468;10,8678;NaN;10,5552;10,6266;10,8278;10,5436;11,1793;10,5025;NaN;NaN;10,3651;9,7879;10,377;NaN;10,3055;10,6446;10,4233;NaN;NaN;11,0147;10,5065;NaN;10,9428;NaN;NaN;NaN;10,9795;10,8324;10,2491;10,7745;10,1656;9,52953;10,0762;NaN;10,5896;10,5507;10,1572;NaN;10,6621;10,0864;10,7969;10,6397;10,8651;10,5165;NaN;10,6211;10,489;NaN;10,7081;NaN;NaN;10,5828;10,1157;NaN;10,3636;10,6739;11,0196;10,4779;10,0757;NaN;10,8345;NaN;NaN;NaN;10,3916;10,5582;NaN;10,5675;10,2804;NaN;10,7757;10,9574;NaN;NaN;10,8262;10,8474;10,5862;10,3835;10,9653;11,0932;10,9161;11,3;11,0937;10,5909;10,6612;NaN;11,3439;10,5133;11,2403;10,7772;11,0039;10,7883;10,7044;10,5492;10,4414;NaN;10,6393;10,4557;10,1752;10,5367;9,94367;11,3022;10,3321;NaN;NaN;NaN;9,94543;NaN;NaN;10,2211;NaN;10,3093;9,91048;NaN;PDXK;Pyridoxal kinase;"O00764;O00764-2;O00764-3"
10,1712;10,3899;10,563;10,4605;10,1486;10,3085;10,2224;10,0917;9,51611;11,0566;10,4847;10,9123;10,2966;10,573;10,5608;9,93036;NaN;10,4721;10,1903;10,0076;10,2601;11,1431;10,225;10,2632;10,5431;10,1574;10,7491;10,4017;11,9378;10,4762;10,8364;10,0313;10,3861;9,946;10,7986;10,3934;10,0386;10,1473;9,70643;NaN;NaN;10,2635;9,79452;9,32489;10,241;10,4401;NaN;NaN;10,5748;10,5482;10,5777;10,5336;10,2653;10,3762;10,0927;10,5285;NaN;10,6987;NaN;10,1315;10,481;10,3805;10,3103;9,95069;10,0094;11,3618;NaN;NaN;10,0451;9,81166;NaN;10,0477;10,2493;10,3383;10,7129;NaN;9,84369;10,5664;10,0163;9,39109;9,85132;10,4204;10,1648;10,2287;10,6281;10,0592;10,608;9,99375;10,4431;NaN;NaN;9,83788;10,1142;NaN;NaN;9,23284;NaN;NaN;NaN;9,77661;9,7392;10,5269;10,4989;9,26416;9,8295;9,08776;10,1862;11,0657;9,95408;10,2908;10,4394;9,69767;NaN;10,4526;NaN;NaN;10,2711;ISLR;Immunoglobulin superfamily containing leucine-rich repeat protein;O14498
13,0398;12,9493;13,0698;13,2652;13,1459;13,23;12,7365;12,774;13,0428;12,8796;12,6294;13,255;13,3736;13,3648;13,1608;13,1114;13,3928;13,1831;13,424;13,0743;13,3167;13,2938;13,1458;13,3331;13,1811;13,4729;13,1398;13,2986;13,065;13,0595;12,9977;13,0091;12,9504;12,9617;13,0824;12,9559;12,9536;13,0728;12,9741;13,1477;13,1234;13,0014;12,9573;12,9837;12,8667;13,2755;13,1151;NaN;13,1953;13,1521;13,2835;13,0224;13,4564;13,2007;13,156;12,9025;13,4318;13,1798;13,4124;13,3203;13,497;13,201;13,4226;13,5634;NaN;NaN;NaN;13,3709;13,1944;13,4459;13,3438;13,385;13,2172;13,2816;13,2743;12,7205;13,1796;13,0616;13,3749;12,794;13,195;13,2127;13,1212;13,2232;13,2167;13,4265;13,3458;13,2548;13,0853;13,2011;13,5401;13,4141;13,342;13,2872;13,2227;13,0675;13,2883;13,1468;13,1336;13,3395;13,1819;13,4547;13,2124;12,9345;13,1109;12,6454;12,9038;13,3949;13,3418;12,806;13,3259;13,5058;13,3238;13,4509;13,0678;12,7255;13,5537;C2CD2L;Phospholipid transfer protein C2CD2L;O14523
NaN;NaN;NaN;NaN;10,0124;NaN;NaN;NaN;NaN;NaN;NaN;9,19096;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,87058;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,49903;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,59277;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,62687;9,30469;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;TXNDC9;Thioredoxin domain-containing protein 9;"O14530;O14530-2"
NaN;NaN;NaN;NaN;9,22126;NaN;8,78547;10,5353;9,14003;NaN;NaN;9,96962;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,13401;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,25623;9,78108;TRAFD1;TRAF-type zinc finger domain-containing protein 1;O14545
11,9643;11,609;11,6043;11,933;11,7618;11,5779;11,6414;10,8886;11,824;12,0831;11,3482;11,623;12,1619;11,9511;11,5968;12,1164;11,9808;11,6342;11,9222;11,4339;11,8453;11,7457;11,9794;11,9047;11,6327;11,8936;NaN;11,8046;12,049;12,1754;11,984;11,8928;11,9768;11,7953;12,0081;11,7096;11,3669;11,8134;11,6414;11,8069;11,9424;11,9324;11,7246;12,2103;11,9531;12,1114;11,6249;NaN;12,0436;11,9706;12,1106;12,0637;12,0805;12,0913;11,8867;11,9851;12,1793;11,8721;11,255;11,8396;11,726;11,9512;11,7009;11,9218;NaN;NaN;NaN;11,9054;12,1303;12,1595;12,1052;11,8687;11,9203;11,4366;11,8118;11,2007;11,9286;11,8395;11,8338;11,7668;11,9081;11,9545;11,8084;12,1673;11,6217;11,5091;11,6452;12,0517;12,2071;11,8507;11,988;12,0049;11,7288;11,7848;11,7074;11,7771;11,9109;12,0076;11,7522;11,6913;11,9296;11,7469;11,9083;11,8435;11,8564;11,5283;12,0025;12,1073;11,897;11,9263;12,0852;11,6281;11,9015;11,9383;11,7598;11,6426;12,0559;COX7A2L;Cytochrome c oxidase subunit 7A-related protein, mitochondrial;O14548
